Year,Month,Day,Area,Category
1985,12,18,0.4045,2
1985,12,19,0.4724,2
1985,12,20,0.5402,3
1985,12,21,0.6081,3
1985,12,22,0.6759,3
1985,12,23,0.7438,3
1985,12,24,0.8116,3
1985,12,25,0.8795,4
1985,12,26,0.9473,4
1985,12,27,0.9848,4
1985,12,28,0.917,4
1985,12,29,0.8491,5
1985,12,30,0.7813,5
1985,12,31,0.7134,5
1986,1,1,0.6456,5
1986,1,2,0.5777,6
1986,1,3,0.5099,6
1986,1,4,0.442,7
1986,1,5,0.3742,7
1986,1,6,0.3063,7
1986,1,7,0.2385,7
1986,1,8,0.1706,7
1986,1,9,0.1028,0
1986,1,10,0.0349,0
1986,1,11,0.0329,0
1986,1,12,0.1006,0
1986,1,13,0.1683,1
1986,1,14,0.2361,1
1986,1,15,0.3038,1
1986,1,16,0.3716,1
1986,1,17,0.4393,2
1986,1,18,0.5071,2
1986,1,19,0.5748,3
1986,1,20,0.6425,3
1986,1,21,0.7103,3
1986,1,22,0.778,3
1986,1,23,0.8458,3
1986,1,24,0.9135,4
1986,1,25,0.9813,4
1986,1,26,0.951,4
1986,1,27,0.8833,4
1986,1,28,0.8155,5
1986,1,29,0.7478,5
1986,1,30,0.68,5
1986,1,31,0.6123,6
1986,2,1,0.5445,6
1986,2,2,0.4768,6
1986,2,3,0.4091,7
1986,2,4,0.3413,7
1986,2,5,0.2736,7
1986,2,6,0.2058,7
1986,2,7,0.1381,7
1986,2,8,0.0703,0
1986,2,9,0.0026,0
1986,2,10,0.065,0
1986,2,11,0.1326,1
1986,2,12,0.2002,1
1986,2,13,0.2678,1
1986,2,14,0.3355,1
1986,2,15,0.4031,2
1986,2,16,0.4707,2
1986,2,17,0.5383,3
1986,2,18,0.6059,3
1986,2,19,0.6735,3
1986,2,20,0.7411,3
1986,2,21,0.8087,3
1986,2,22,0.8764,4
1986,2,23,0.944,4
1986,2,24,0.9884,4
1986,2,25,0.9208,4
1986,2,26,0.8532,5
1986,2,27,0.7856,5
1986,2,28,0.718,5
1986,3,1,0.6504,5
1986,3,2,0.5828,6
1986,3,3,0.5151,6
1986,3,4,0.4475,7
1986,3,5,0.3799,7
1986,3,6,0.3123,7
1986,3,7,0.2447,7
1986,3,8,0.1771,7
1986,3,9,0.1095,0
1986,3,10,0.0419,0
1986,3,11,0.0257,0
1986,3,12,0.0932,0
1986,3,13,0.1607,1
1986,3,14,0.2282,1
1986,3,15,0.2956,1
1986,3,16,0.3631,1
1986,3,17,0.4306,2
1986,3,18,0.4981,2
1986,3,19,0.5656,3
1986,3,20,0.6331,3
1986,3,21,0.7005,3
1986,3,22,0.768,3
1986,3,23,0.8355,3
1986,3,24,0.903,4
1986,3,25,0.9705,4
1986,3,26,0.962,4
1986,3,27,0.8945,4
1986,3,28,0.8271,5
1986,3,29,0.7596,5
1986,3,30,0.6921,5
1986,3,31,0.6246,6
1986,4,1,0.5571,6
1986,4,2,0.4896,6
1986,4,3,0.4222,7
1986,4,4,0.3547,7
1986,4,5,0.2872,7
1986,4,6,0.2197,7
1986,4,7,0.1522,7
1986,4,8,0.0847,0
1986,4,9,0.0173,0
1986,4,10,0.0502,0
1986,4,11,0.1176,0
1986,4,12,0.185,1
1986,4,13,0.2524,1
1986,4,14,0.3198,1
1986,4,15,0.3872,2
1986,4,16,0.4547,2
1986,4,17,0.5221,2
1986,4,18,0.5895,3
1986,4,19,0.6569,3
1986,4,20,0.7243,3
1986,4,21,0.7917,3
1986,4,22,0.8591,3
1986,4,23,0.9266,4
1986,4,24,0.994,4
1986,4,25,0.9386,4
1986,4,26,0.8712,5
1986,4,27,0.8038,5
1986,4,28,0.7364,5
1986,4,29,0.669,5
1986,4,30,0.6016,6
1986,5,1,0.5341,6
1986,5,2,0.4667,7
1986,5,3,0.3993,7
1986,5,4,0.3319,7
1986,5,5,0.2645,7
1986,5,6,0.1971,7
1986,5,7,0.1297,7
1986,5,8,0.0622,0
1986,5,9,0.0052,0
1986,5,10,0.0726,0
1986,5,11,0.14,1
1986,5,12,0.2075,1
1986,5,13,0.2749,1
1986,5,14,0.3423,1
1986,5,15,0.4098,2
1986,5,16,0.4772,2
1986,5,17,0.5446,3
1986,5,18,0.612,3
1986,5,19,0.6795,3
1986,5,20,0.7469,3
1986,5,21,0.8143,3
1986,5,22,0.8818,4
1986,5,23,0.9492,4
1986,5,24,0.9834,4
1986,5,25,0.9159,4
1986,5,26,0.8485,5
1986,5,27,0.7811,5
1986,5,28,0.7137,5
1986,5,29,0.6462,5
1986,5,30,0.5788,6
1986,5,31,0.5114,6
1986,6,1,0.4439,7
1986,6,2,0.3765,7
1986,6,3,0.3091,7
1986,6,4,0.2416,7
1986,6,5,0.1742,7
1986,6,6,0.1068,0
1986,6,7,0.0394,0
1986,6,8,0.0281,0
1986,6,9,0.0956,0
1986,6,10,0.1632,1
1986,6,11,0.2307,1
1986,6,12,0.2982,1
1986,6,13,0.3657,1
1986,6,14,0.4332,2
1986,6,15,0.5008,2
1986,6,16,0.5683,3
1986,6,17,0.6358,3
1986,6,18,0.7033,3
1986,6,19,0.7708,3
1986,6,20,0.8383,3
1986,6,21,0.9059,4
1986,6,22,0.9734,4
1986,6,23,0.9591,4
1986,6,24,0.8916,4
1986,6,25,0.8241,5
1986,6,26,0.7565,5
1986,6,27,0.689,5
1986,6,28,0.6215,6
1986,6,29,0.554,6
1986,6,30,0.4865,6
1986,7,1,0.4189,7
1986,7,2,0.3514,7
1986,7,3,0.2839,7
1986,7,4,0.2164,7
1986,7,5,0.1489,7
1986,7,6,0.0813,0
1986,7,7,0.0138,0
1986,7,8,0.0538,0
1986,7,9,0.1214,0
1986,7,10,0.1891,1
1986,7,11,0.2567,1
1986,7,12,0.3243,1
1986,7,13,0.392,2
1986,7,14,0.4596,2
1986,7,15,0.5272,3
1986,7,16,0.5949,3
1986,7,17,0.6625,3
1986,7,18,0.7301,3
1986,7,19,0.7978,3
1986,7,20,0.8654,3
1986,7,21,0.9331,4
1986,7,22,0.9993,4
1986,7,23,0.9317,4
1986,7,24,0.864,5
1986,7,25,0.7964,5
1986,7,26,0.7288,5
1986,7,27,0.6611,5
1986,7,28,0.5935,6
1986,7,29,0.5259,6
1986,7,30,0.4582,7
1986,7,31,0.3906,7
1986,8,1,0.3229,7
1986,8,2,0.2553,7
1986,8,3,0.1877,7
1986,8,4,0.12,0
1986,8,5,0.0524,0
1986,8,6,0.0153,0
1986,8,7,0.083,0
1986,8,8,0.1507,1
1986,8,9,0.2185,1
1986,8,10,0.2862,1
1986,8,11,0.354,1
1986,8,12,0.4217,2
1986,8,13,0.4894,2
1986,8,14,0.5572,3
1986,8,15,0.6249,3
1986,8,16,0.6927,3
1986,8,17,0.7604,3
1986,8,18,0.8282,3
1986,8,19,0.8959,4
1986,8,20,0.9636,4
1986,8,21,0.9686,4
1986,8,22,0.9009,4
1986,8,23,0.8331,5
1986,8,24,0.7654,5
1986,8,25,0.6977,5
1986,8,26,0.6299,5
1986,8,27,0.5622,6
1986,8,28,0.4944,6
1986,8,29,0.4267,7
1986,8,30,0.359,7
1986,8,31,0.2912,7
1986,9,1,0.2235,7
1986,9,2,0.1557,7
1986,9,3,0.088,0
1986,9,4,0.0202,0
1986,9,5,0.0476,0
1986,9,6,0.1154,0
1986,9,7,0.1832,1
1986,9,8,0.251,1
1986,9,9,0.3188,1
1986,9,10,0.3867,2
1986,9,11,0.4545,2
1986,9,12,0.5223,2
1986,9,13,0.5901,3
1986,9,14,0.6579,3
1986,9,15,0.7258,3
1986,9,16,0.7936,3
1986,9,17,0.8614,3
1986,9,18,0.9292,4
1986,9,19,0.9971,4
1986,9,20,0.9351,4
1986,9,21,0.8673,5
1986,9,22,0.7995,5
1986,9,23,0.7317,5
1986,9,24,0.6638,5
1986,9,25,0.596,6
1986,9,26,0.5282,6
1986,9,27,0.4604,7
1986,9,28,0.3926,7
1986,9,29,0.3247,7
1986,9,30,0.2569,7
1986,10,1,0.1891,7
1986,10,2,0.1213,0
1986,10,3,0.0534,0
1986,10,4,0.0144,0
1986,10,5,0.0823,0
1986,10,6,0.1502,1
1986,10,7,0.218,1
1986,10,8,0.2859,1
1986,10,9,0.3538,1
1986,10,10,0.4217,2
1986,10,11,0.4896,2
1986,10,12,0.5574,3
1986,10,13,0.6253,3
1986,10,14,0.6932,3
1986,10,15,0.7611,3
1986,10,16,0.829,3
1986,10,17,0.8968,4
1986,10,18,0.9647,4
1986,10,19,0.9674,4
1986,10,20,0.8995,4
1986,10,21,0.8316,5
1986,10,22,0.7638,5
1986,10,23,0.6959,5
1986,10,24,0.628,5
1986,10,25,0.5601,6
1986,10,26,0.4922,6
1986,10,27,0.4244,7
1986,10,28,0.3565,7
1986,10,29,0.2886,7
1986,10,30,0.2207,7
1986,10,31,0.1528,7
1986,11,1,0.085,0
1986,11,2,0.0171,0
1986,11,3,0.0508,0
1986,11,4,0.1188,0
1986,11,5,0.1867,1
1986,11,6,0.2546,1
1986,11,7,0.3225,1
1986,11,8,0.3905,2
1986,11,9,0.4584,2
1986,11,10,0.5263,3
1986,11,11,0.5942,3
1986,11,12,0.6622,3
1986,11,13,0.7301,3
1986,11,14,0.798,3
1986,11,15,0.8659,3
1986,11,16,0.9339,4
1986,11,17,0.9982,4
1986,11,18,0.9303,4
1986,11,19,0.8624,5
1986,11,20,0.7945,5
1986,11,21,0.7265,5
1986,11,22,0.6586,5
1986,11,23,0.5907,6
1986,11,24,0.5228,6
1986,11,25,0.4548,7
1986,11,26,0.3869,7
1986,11,27,0.319,7
1986,11,28,0.2511,7
1986,11,29,0.1831,7
1986,11,30,0.1152,0
1986,12,1,0.0473,0
1986,12,2,0.0206,0
1986,12,3,0.0886,0
1986,12,4,0.1565,1
1986,12,5,0.2245,1
1986,12,6,0.2924,1
1986,12,7,0.3604,1
1986,12,8,0.4283,2
1986,12,9,0.4963,2
1986,12,10,0.5642,3
1986,12,11,0.6321,3
1986,12,12,0.7001,3
1986,12,13,0.768,3
1986,12,14,0.836,3
1986,12,15,0.9039,4
1986,12,16,0.9719,4
1986,12,17,0.9602,4
1986,12,18,0.8922,4
1986,12,19,0.8243,5
1986,12,20,0.7564,5
1986,12,21,0.6884,5
1986,12,22,0.6205,6
1986,12,23,0.5525,6
1986,12,24,0.4846,6
1986,12,25,0.4166,7
1986,12,26,0.3487,7
1986,12,27,0.2807,7
1986,12,28,0.2128,7
1986,12,29,0.1448,7
1986,12,30,0.0769,0
1986,12,31,0.009,0
1987,1,1,0.059,0
1987,1,2,0.1269,1
1987,1,3,0.1948,1
1987,1,4,0.2628,1
1987,1,5,0.3307,1
1987,1,6,0.3986,2
1987,1,7,0.4666,2
1987,1,8,0.5345,3
1987,1,9,0.6024,3
1987,1,10,0.6704,3
1987,1,11,0.7383,3
1987,1,12,0.8062,3
1987,1,13,0.8742,3
1987,1,14,0.9421,4
1987,1,15,0.99,4
1987,1,16,0.922,4
1987,1,17,0.8541,5
1987,1,18,0.7862,5
1987,1,19,0.7182,5
1987,1,20,0.6503,5
1987,1,21,0.5824,6
1987,1,22,0.5144,6
1987,1,23,0.4465,7
1987,1,24,0.3786,7
1987,1,25,0.3106,7
1987,1,26,0.2427,7
1987,1,27,0.1748,7
1987,1,28,0.1068,0
1987,1,29,0.0389,0
1987,1,30,0.029,0
1987,1,31,0.0969,0
1987,2,1,0.1648,1
1987,2,2,0.2327,1
1987,2,3,0.3005,1
1987,2,4,0.3684,1
1987,2,5,0.4363,2
1987,2,6,0.5042,2
1987,2,7,0.5721,3
1987,2,8,0.64,3
1987,2,9,0.7078,3
1987,2,10,0.7757,3
1987,2,11,0.8436,3
1987,2,12,0.9115,4
1987,2,13,0.9794,4
1987,2,14,0.9527,4
1987,2,15,0.8849,4
1987,2,16,0.817,5
1987,2,17,0.7491,5
1987,2,18,0.6812,5
1987,2,19,0.6133,6
1987,2,20,0.5454,6
1987,2,21,0.4776,6
1987,2,22,0.4097,7
1987,2,23,0.3418,7
1987,2,24,0.2739,7
1987,2,25,0.206,7
1987,2,26,0.1382,7
1987,2,27,0.0703,0
1987,2,28,0.0024,0
1987,3,1,0.0654,0
1987,3,2,0.1332,1
1987,3,3,0.201,1
1987,3,4,0.2688,1
1987,3,5,0.3366,1
1987,3,6,0.4044,2
1987,3,7,0.4722,2
1987,3,8,0.5401,3
1987,3,9,0.6079,3
1987,3,10,0.6757,3
1987,3,11,0.7435,3
1987,3,12,0.8113,3
1987,3,13,0.8791,4
1987,3,14,0.9469,4
1987,3,15,0.9853,4
1987,3,16,0.9175,4
1987,3,17,0.8497,5
1987,3,18,0.7819,5
1987,3,19,0.7141,5
1987,3,20,0.6463,5
1987,3,21,0.5785,6
1987,3,22,0.5107,6
1987,3,23,0.4429,7
1987,3,24,0.3751,7
1987,3,25,0.3073,7
1987,3,26,0.2395,7
1987,3,27,0.1717,7
1987,3,28,0.1039,0
1987,3,29,0.036,0
1987,3,30,0.0317,0
1987,3,31,0.0994,0
1987,4,1,0.1672,1
1987,4,2,0.2349,1
1987,4,3,0.3026,1
1987,4,4,0.3703,1
1987,4,5,0.438,2
1987,4,6,0.5057,2
1987,4,7,0.5735,3
1987,4,8,0.6412,3
1987,4,9,0.7089,3
1987,4,10,0.7766,3
1987,4,11,0.8443,3
1987,4,12,0.9121,4
1987,4,13,0.9798,4
1987,4,14,0.9525,4
1987,4,15,0.8848,4
1987,4,16,0.8171,5
1987,4,17,0.7493,5
1987,4,18,0.6816,5
1987,4,19,0.6139,6
1987,4,20,0.5462,6
1987,4,21,0.4785,6
1987,4,22,0.4108,7
1987,4,23,0.343,7
1987,4,24,0.2753,7
1987,4,25,0.2076,7
1987,4,26,0.1399,7
1987,4,27,0.0722,0
1987,4,28,0.0044,0
1987,4,29,0.0632,0
1987,4,30,0.1308,1
1987,5,1,0.1985,1
1987,5,2,0.2661,1
1987,5,3,0.3338,1
1987,5,4,0.4014,2
1987,5,5,0.469,2
1987,5,6,0.5367,3
1987,5,7,0.6043,3
1987,5,8,0.672,3
1987,5,9,0.7396,3
1987,5,10,0.8072,3
1987,5,11,0.8749,3
1987,5,12,0.9425,4
1987,5,13,0.9898,4
1987,5,14,0.9222,4
1987,5,15,0.8546,5
1987,5,16,0.7869,5
1987,5,17,0.7193,5
1987,5,18,0.6517,5
1987,5,19,0.584,6
1987,5,20,0.5164,6
1987,5,21,0.4487,7
1987,5,22,0.3811,7
1987,5,23,0.3135,7
1987,5,24,0.2458,7
1987,5,25,0.1782,7
1987,5,26,0.1105,0
1987,5,27,0.0429,0
1987,5,28,0.0247,0
1987,5,29,0.0923,0
1987,5,30,0.1598,1
1987,5,31,0.2274,1
1987,6,1,0.295,1
1987,6,2,0.3626,1
1987,6,3,0.4301,2
1987,6,4,0.4977,2
1987,6,5,0.5653,3
1987,6,6,0.6328,3
1987,6,7,0.7004,3
1987,6,8,0.768,3
1987,6,9,0.8355,3
1987,6,10,0.9031,4
1987,6,11,0.9707,4
1987,6,12,0.9618,4
1987,6,13,0.8942,4
1987,6,14,0.8266,5
1987,6,15,0.7591,5
1987,6,16,0.6915,5
1987,6,17,0.6239,6
1987,6,18,0.5564,6
1987,6,19,0.4888,6
1987,6,20,0.4212,7
1987,6,21,0.3536,7
1987,6,22,0.2861,7
1987,6,23,0.2185,7
1987,6,24,0.1509,7
1987,6,25,0.0834,0
1987,6,26,0.0158,0
1987,6,27,0.0517,0
1987,6,28,0.1192,0
1987,6,29,0.1867,1
1987,6,30,0.2542,1
1987,7,1,0.3218,1
1987,7,2,0.3893,2
1987,7,3,0.4568,2
1987,7,4,0.5243,2
1987,7,5,0.5918,3
1987,7,6,0.6593,3
1987,7,7,0.7268,3
1987,7,8,0.7943,3
1987,7,9,0.8618,3
1987,7,10,0.9293,4
1987,7,11,0.9969,4
1987,7,12,0.9356,4
1987,7,13,0.8681,5
1987,7,14,0.8006,5
1987,7,15,0.7331,5
1987,7,16,0.6656,5
1987,7,17,0.5981,6
1987,7,18,0.5306,6
1987,7,19,0.4631,7
1987,7,20,0.3956,7
1987,7,21,0.3281,7
1987,7,22,0.2605,7
1987,7,23,0.193,7
1987,7,24,0.1255,7
1987,7,25,0.058,0
1987,7,26,0.0095,0
1987,7,27,0.077,0
1987,7,28,0.1444,1
1987,7,29,0.2119,1
1987,7,30,0.2794,1
1987,7,31,0.3469,1
1987,8,1,0.4144,2
1987,8,2,0.4818,2
1987,8,3,0.5493,3
1987,8,4,0.6168,3
1987,8,5,0.6843,3
1987,8,6,0.7517,3
1987,8,7,0.8192,3
1987,8,8,0.8867,4
1987,8,9,0.9542,4
1987,8,10,0.9784,4
1987,8,11,0.9109,4
1987,8,12,0.8434,5
1987,8,13,0.7759,5
1987,8,14,0.7084,5
1987,8,15,0.641,5
1987,8,16,0.5735,6
1987,8,17,0.506,6
1987,8,18,0.4385,7
1987,8,19,0.3711,7
1987,8,20,0.3036,7
1987,8,21,0.2361,7
1987,8,22,0.1686,7
1987,8,23,0.1011,0
1987,8,24,0.0337,0
1987,8,25,0.0338,0
1987,8,26,0.1013,0
1987,8,27,0.1688,1
1987,8,28,0.2363,1
1987,8,29,0.3038,1
1987,8,30,0.3713,1
1987,8,31,0.4388,2
1987,9,1,0.5063,2
1987,9,2,0.5738,3
1987,9,3,0.6413,3
1987,9,4,0.7088,3
1987,9,5,0.7763,3
1987,9,6,0.8438,3
1987,9,7,0.9113,4
1987,9,8,0.9787,4
1987,9,9,0.9538,4
1987,9,10,0.8863,4
1987,9,11,0.8188,5
1987,9,12,0.7513,5
1987,9,13,0.6838,5
1987,9,14,0.6163,6
1987,9,15,0.5488,6
1987,9,16,0.4813,6
1987,9,17,0.4138,7
1987,9,18,0.3463,7
1987,9,19,0.2788,7
1987,9,20,0.2113,7
1987,9,21,0.1438,7
1987,9,22,0.0763,0
1987,9,23,0.0088,0
1987,9,24,0.0587,0
1987,9,25,0.1263,1
1987,9,26,0.1939,1
1987,9,27,0.2615,1
1987,9,28,0.329,1
1987,9,29,0.3966,2
1987,9,30,0.4642,2
1987,10,1,0.5318,3
1987,10,2,0.5993,3
1987,10,3,0.6669,3
1987,10,4,0.7345,3
1987,10,5,0.8021,3
1987,10,6,0.8696,3
1987,10,7,0.9372,4
1987,10,8,0.9952,4
1987,10,9,0.9276,4
1987,10,10,0.8601,5
1987,10,11,0.7925,5
1987,10,12,0.7249,5
1987,10,13,0.6573,5
1987,10,14,0.5898,6
1987,10,15,0.5222,6
1987,10,16,0.4546,7
1987,10,17,0.387,7
1987,10,18,0.3195,7
1987,10,19,0.2519,7
1987,10,20,0.1843,7
1987,10,21,0.1167,0
1987,10,22,0.0492,0
1987,10,23,0.0184,0
1987,10,24,0.0861,0
1987,10,25,0.1538,1
1987,10,26,0.2215,1
1987,10,27,0.2892,1
1987,10,28,0.3569,1
1987,10,29,0.4246,2
1987,10,30,0.4923,2
1987,10,31,0.56,3
1987,11,1,0.6277,3
1987,11,2,0.6954,3
1987,11,3,0.7631,3
1987,11,4,0.8307,3
1987,11,5,0.8984,4
1987,11,6,0.9661,4
1987,11,7,0.9662,4
1987,11,8,0.8985,4
1987,11,9,0.8308,5
1987,11,10,0.7631,5
1987,11,11,0.6954,5
1987,11,12,0.6277,5
1987,11,13,0.56,6
1987,11,14,0.4923,6
1987,11,15,0.4246,7
1987,11,16,0.3569,7
1987,11,17,0.2892,7
1987,11,18,0.2215,7
1987,11,19,0.1539,7
1987,11,20,0.0862,0
1987,11,21,0.0185,0
1987,11,22,0.0493,0
1987,11,23,0.1171,0
1987,11,24,0.1849,1
1987,11,25,0.2527,1
1987,11,26,0.3205,1
1987,11,27,0.3884,2
1987,11,28,0.4562,2
1987,11,29,0.524,2
1987,11,30,0.5918,3
1987,12,1,0.6596,3
1987,12,2,0.7274,3
1987,12,3,0.7952,3
1987,12,4,0.863,3
1987,12,5,0.9308,4
1987,12,6,0.9986,4
1987,12,7,0.9336,4
1987,12,8,0.8658,5
1987,12,9,0.7979,5
1987,12,10,0.7301,5
1987,12,11,0.6623,5
1987,12,12,0.5945,6
1987,12,13,0.5267,6
1987,12,14,0.4589,7
1987,12,15,0.3911,7
1987,12,16,0.3233,7
1987,12,17,0.2555,7
1987,12,18,0.1877,7
1987,12,19,0.1199,0
1987,12,20,0.052,0
1987,12,21,0.0158,0
1987,12,22,0.0837,0
1987,12,23,0.1516,1
1987,12,24,0.2195,1
1987,12,25,0.2873,1
1987,12,26,0.3552,1
1987,12,27,0.4231,2
1987,12,28,0.491,2
1987,12,29,0.5589,3
1987,12,30,0.6268,3
1987,12,31,0.6947,3
1988,1,1,0.7626,3
1988,1,2,0.8305,3
1988,1,3,0.8984,4
1988,1,4,0.9663,4
1988,1,5,0.9658,4
1988,1,6,0.8979,4
1988,1,7,0.8301,5
1988,1,8,0.7622,5
1988,1,9,0.6943,5
1988,1,10,0.6264,5
1988,1,11,0.5585,6
1988,1,12,0.4906,6
1988,1,13,0.4227,7
1988,1,14,0.3548,7
1988,1,15,0.2869,7
1988,1,16,0.219,7
1988,1,17,0.1511,7
1988,1,18,0.0832,0
1988,1,19,0.0154,0
1988,1,20,0.0526,0
1988,1,21,0.1205,0
1988,1,22,0.1885,1
1988,1,23,0.2564,1
1988,1,24,0.3244,1
1988,1,25,0.3923,2
1988,1,26,0.4602,2
1988,1,27,0.5282,3
1988,1,28,0.5961,3
1988,1,29,0.6641,3
1988,1,30,0.732,3
1988,1,31,0.7999,3
1988,2,1,0.8679,3
1988,2,2,0.9358,4
1988,2,3,0.9962,4
1988,2,4,0.9283,4
1988,2,5,0.8603,5
1988,2,6,0.7924,5
1988,2,7,0.7245,5
1988,2,8,0.6565,5
1988,2,9,0.5886,6
1988,2,10,0.5206,6
1988,2,11,0.4527,7
1988,2,12,0.3847,7
1988,2,13,0.3168,7
1988,2,14,0.2489,7
1988,2,15,0.1809,7
1988,2,16,0.113,0
1988,2,17,0.045,0
1988,2,18,0.0229,0
1988,2,19,0.0909,0
1988,2,20,0.1589,1
1988,2,21,0.2269,1
1988,2,22,0.2948,1
1988,2,23,0.3628,1
1988,2,24,0.4308,2
1988,2,25,0.4988,2
1988,2,26,0.5667,3
1988,2,27,0.6347,3
1988,2,28,0.7027,3
1988,2,29,0.7707,3
1988,3,1,0.8386,3
1988,3,2,0.9066,4
1988,3,3,0.9746,4
1988,3,4,0.9574,4
1988,3,5,0.8895,4
1988,3,6,0.8215,5
1988,3,7,0.7535,5
1988,3,8,0.6855,5
1988,3,9,0.6176,6
1988,3,10,0.5496,6
1988,3,11,0.4816,6
1988,3,12,0.4136,7
1988,3,13,0.3457,7
1988,3,14,0.2777,7
1988,3,15,0.2097,7
1988,3,16,0.1417,7
1988,3,17,0.0738,0
1988,3,18,0.0058,0
1988,3,19,0.0622,0
1988,3,20,0.1302,1
1988,3,21,0.1982,1
1988,3,22,0.2662,1
1988,3,23,0.3342,1
1988,3,24,0.4022,2
1988,3,25,0.4702,2
1988,3,26,0.5382,3
1988,3,27,0.6062,3
1988,3,28,0.6741,3
1988,3,29,0.7421,3
1988,3,30,0.8101,3
1988,3,31,0.8781,4
1988,4,1,0.9461,4
1988,4,2,0.9859,4
1988,4,3,0.9179,4
1988,4,4,0.8499,5
1988,4,5,0.7819,5
1988,4,6,0.7139,5
1988,4,7,0.6459,5
1988,4,8,0.5779,6
1988,4,9,0.5099,6
1988,4,10,0.442,7
1988,4,11,0.374,7
1988,4,12,0.306,7
1988,4,13,0.238,7
1988,4,14,0.17,7
1988,4,15,0.102,0
1988,4,16,0.034,0
1988,4,17,0.034,0
1988,4,18,0.102,0
1988,4,19,0.1699,1
1988,4,20,0.2379,1
1988,4,21,0.3059,1
1988,4,22,0.3738,1
1988,4,23,0.4418,2
1988,4,24,0.5098,2
1988,4,25,0.5778,3
1988,4,26,0.6457,3
1988,4,27,0.7137,3
1988,4,28,0.7817,3
1988,4,29,0.8496,3
1988,4,30,0.9176,4
1988,5,1,0.9856,4
1988,5,2,0.9464,4
1988,5,3,0.8785,4
1988,5,4,0.8105,5
1988,5,5,0.7425,5
1988,5,6,0.6746,5
1988,5,7,0.6066,6
1988,5,8,0.5386,6
1988,5,9,0.4706,7
1988,5,10,0.4027,7
1988,5,11,0.3347,7
1988,5,12,0.2667,7
1988,5,13,0.1987,7
1988,5,14,0.1308,7
1988,5,15,0.0628,0
1988,5,16,0.0052,0
1988,5,17,0.073,0
1988,5,18,0.1409,1
1988,5,19,0.2088,1
1988,5,20,0.2767,1
1988,5,21,0.3446,1
1988,5,22,0.4125,2
1988,5,23,0.4804,2
1988,5,24,0.5483,3
1988,5,25,0.6161,3
1988,5,26,0.684,3
1988,5,27,0.7519,3
1988,5,28,0.8198,3
1988,5,29,0.8877,4
1988,5,30,0.9556,4
1988,5,31,0.9765,4
1988,6,1,0.9086,4
1988,6,2,0.8408,5
1988,6,3,0.7729,5
1988,6,4,0.705,5
1988,6,5,0.6371,5
1988,6,6,0.5692,6
1988,6,7,0.5013,6
1988,6,8,0.4334,7
1988,6,9,0.3655,7
1988,6,10,0.2977,7
1988,6,11,0.2298,7
1988,6,12,0.1619,7
1988,6,13,0.094,0
1988,6,14,0.0261,0
1988,6,15,0.0417,0
1988,6,16,0.1094,0
1988,6,17,0.1772,1
1988,6,18,0.2449,1
1988,6,19,0.3126,1
1988,6,20,0.3804,2
1988,6,21,0.4481,2
1988,6,22,0.5158,2
1988,6,23,0.5836,3
1988,6,24,0.6513,3
1988,6,25,0.719,3
1988,6,26,0.7868,3
1988,6,27,0.8545,3
1988,6,28,0.9222,4
1988,6,29,0.99,4
1988,6,30,0.9423,4
1988,7,1,0.8746,5
1988,7,2,0.8068,5
1988,7,3,0.7391,5
1988,7,4,0.6714,5
1988,7,5,0.6036,6
1988,7,6,0.5359,6
1988,7,7,0.4682,7
1988,7,8,0.4004,7
1988,7,9,0.3327,7
1988,7,10,0.265,7
1988,7,11,0.1972,7
1988,7,12,0.1295,7
1988,7,13,0.0618,0
1988,7,14,0.006,0
1988,7,15,0.0735,0
1988,7,16,0.141,1
1988,7,17,0.2086,1
1988,7,18,0.2761,1
1988,7,19,0.3437,1
1988,7,20,0.4112,2
1988,7,21,0.4788,2
1988,7,22,0.5463,3
1988,7,23,0.6139,3
1988,7,24,0.6814,3
1988,7,25,0.749,3
1988,7,26,0.8165,3
1988,7,27,0.884,4
1988,7,28,0.9516,4
1988,7,29,0.9809,4
1988,7,30,0.9133,4
1988,7,31,0.8458,5
1988,8,1,0.7782,5
1988,8,2,0.7107,5
1988,8,3,0.6431,5
1988,8,4,0.5756,6
1988,8,5,0.508,6
1988,8,6,0.4405,7
1988,8,7,0.373,7
1988,8,8,0.3054,7
1988,8,9,0.2379,7
1988,8,10,0.1703,7
1988,8,11,0.1028,0
1988,8,12,0.0352,0
1988,8,13,0.0322,0
1988,8,14,0.0996,0
1988,8,15,0.167,1
1988,8,16,0.2344,1
1988,8,17,0.3018,1
1988,8,18,0.3692,1
1988,8,19,0.4366,2
1988,8,20,0.504,2
1988,8,21,0.5713,3
1988,8,22,0.6387,3
1988,8,23,0.7061,3
1988,8,24,0.7735,3
1988,8,25,0.8409,3
1988,8,26,0.9083,4
1988,8,27,0.9757,4
1988,8,28,0.9569,4
1988,8,29,0.8896,4
1988,8,30,0.8222,5
1988,8,31,0.7548,5
1988,9,1,0.6874,5
1988,9,2,0.62,6
1988,9,3,0.5526,6
1988,9,4,0.4852,6
1988,9,5,0.4179,7
1988,9,6,0.3505,7
1988,9,7,0.2831,7
1988,9,8,0.2157,7
1988,9,9,0.1483,7
1988,9,10,0.0809,0
1988,9,11,0.0135,0
1988,9,12,0.0538,0
1988,9,13,0.1211,0
1988,9,14,0.1884,1
1988,9,15,0.2558,1
1988,9,16,0.3231,1
1988,9,17,0.3904,2
